0

HTTP/1.1 200 OK
Server: nginx
Date: Thu, 08 Jun 2017 08:42:46 GMT
Content-Type: application/octet-stream
Transfer-Encoding: chunked
Connection: keep-alive
Pragma: no-cache
Cache-Control: no-cache
Accept-Ranges: bytes
Last-Modified: Thu, 01 Jun 2017 05:15:53 GMT
Content-Range: bytes 0-1065009/1065010
ETag: "1496294153.22-1065010"

1f0f
﻿第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0040,2016年,05月,1,2016/05/09,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0040,2,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,05月,1,2016/05/09,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,6,2,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLS,2016年,05月,1,2016/05/09,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLS,1,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLS&organization=org_0060,2016年,05月,1,2016/05/09,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLS&organization=org_0060,1,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?r
2000
es_format=XLS&page=2,2016年,05月,1,2016/05/09,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLS&page=2,1,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2016年,05月,1,2016/05/09,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010&tags=イベント,2016年,05月,1,2016/05/09,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010&tags=イベント,1,1,201605
dataset-00000001,2016年,05月,1,2016/05/09,/dataset-00000001,1,1,201605
dataset-00000002,2016年,05月,1,2016/05/09,/dataset-00000002,7,4,201605
dataset-00000002,2016年,05月,1,2016/05/09,/dataset-00000002/,14,10,201605
dataset-00000005,2016年,05月,1,2016/05/09,/dataset-00000005,2,1,201605
dataset-00000005,2016年,05月,1,2016/05/09,/dataset-00000005/,2,2,201605
dataset-00000006,2016年,05月,1,2016/05/09,/dataset-00000006,9,4,201605
dataset-00000006,2016年,05月,1,2016/05/09,/dataset-00000006/,10,8,201605
dataset-00000007,2016年,05月,1,2016/05/09,/dataset-00000007,1,1,201605
dataset-00000007,2016年,05月,1,2016/05/09,/dataset-00000007/,4,4,201605
dataset-00000008,2016年,05月,1,2016/05/09,/dataset-00000008,2,1,201605
dataset-00000008,2016年,05月,1,2016/05/09,/dataset-00000008/,2,2,201605
dataset-00000009,2016年,05月,1,2016/05/09,/dataset-00000009,5,3,201605
dataset-00000009,2016年,05月,1,2016/05/09,/dataset-00000009/,4,2,201605
dataset-00000010,2016年,05月,1,2016/05/09,/dataset-00000010,5,4,201605
dataset-00000010,2016年,05月,1,2016/05/09,/dataset-00000010/,4,4,201605
dataset-00000011,2016年,05月,1,2016/05/09,/dataset-00000011,14,4,201605
dataset-00000011,2016年,05月,1,2016/05/09,/dataset-00000011/,18,14,201605
dataset-00000012,2016年,05月,1,2016/05/09,/dataset-00000012,7,5,201605
dataset-00000012,2016年,05月,1,2016/05/09,/dataset-00000012/,4,4,201605
dataset-00000015,2016年,05月,1,2016/05/09,/dataset-00000015,1,1,201605
dataset-00000016,2016年,05月,1,2016/05/09,/dataset-00000016,2,1,201605
dataset-00000016,2016年,05月,1,2016/05/09,/dataset-00000016/,2,2,201605
dataset-00000018,2016年,05月,1,2016/05/09,/dataset-00000018,2,1,201605
dataset-00000018,2016年,05月,1,2016/05/09,/dataset-00000018/,2,2,201605
dataset-00000019,2016年,05月,1,2016/05/09,/dataset-00000019,12,8,201605
dataset-00000019,2016年,05月,1,2016/05/09,/dataset-00000019/,10,10,201605
dataset-00000021,2016年,05月,1,2016/05/09,/dataset-00000021,1,1,201605
dataset-00000021,2016年,05月,1,2016/05/09,/dataset-00000021/,2,2,201605
dataset-00000029,2016年,05月,1,2016/05/09,/dataset-00000029,2,1,201605
dataset-00000029,2016年,05月,1,2016/05/09,/dataset-00000029/,2,2,201605
dataset-00000040,2016年,05月,1,2016/05/09,/dataset-00000040,1,1,201605
dataset-00000044,2016年,05月,1,2016/05/09,/dataset-00000044,2,2,201605
dataset-00000046,2016年,05月,1,2016/05/09,/dataset-00000046,1,1,201605
dataset-00000047,2016年,05月,1,2016/05/09,/dataset-00000047,2,1,201605
dataset-00000048,2016年,05月,1,2016/05/09,/dataset-00000048,1,1,201605
dataset-00000048,2016年,05月,1,2016/05/09,/dataset-00000048/,1,1,201605
dataset-00000050,2016年,05月,1,2016/05/09,/dataset-00000050,3,2,201605
dataset-00000050,2016年,05月,1,2016/05/09,/dataset-00000050/,2,1,201605
dataset-00000051,2016年,05月,1,2016/05/09,/dataset-00000051,2,2,201605
dataset-00000052,2016年,05月,1,2016/05/09,/dataset-00000052,1,1,201605
dataset-00000053,2016年,05月,1,2016/05/09,/dataset-00000053,5,3,201605
dataset-00000053,2016年,05月,1,2016/05/09,/dataset-00000053/,5,3,201605
dataset-00000054,2016年,05月,1,2016/05/09,/dataset-00000054,9,5,201605
dataset-00000054,2016年,05月,1,2016/05/09,/dataset-00000054/,8,6,201605
gr_0010,2016年,05月,1,2016/05/09,/gr_0010,36,25,201605
gr_0020,2016年,05月,1,2016/05/09,/gr_0020,34,24,201605
gr_0020?page=1,2016年,05月,1,2016/05/09,/gr_0020?page=1,1,1,201605
gr_0020?page=2,2016年,05月,1,2016/05/09,/gr_0020?page=2,5,5,201605
gr_0030,2016年,05月,1,2016/05/09,/gr_0030,16,16,201605
gr_0040,2016年,05月,1,2016/05/09,/gr_0040,30,18,201605
gr_0050,2016年,05月,1,2016/05/09,/gr_0050,15,12,201605
gr_0060,2016年,05月,1,2016/05/09,/gr_0060,13,11,201605
gr_0070,2016年,05月,1,2016/05/09,/gr_0070,10,10,201605
gr_0080,2016年,05月,1,2016/05/09,/gr_0080,25,16,201605
groups,2016年,05月,1,2016/05/09,/groups/,6,4,201605
iryo,2016年,05月,1,2016/05/09,/iryo/,1,1,201605
jigyosha,2016年,05月,1,2016/05/09,/jigyosha/,2,1,201605
kanko,2016年,05月,1,2016/05/09,/kanko/,4,4,201605
kosodate,2016年,05月,1,2016/05/09,/kosodate/,1,1,201605
org_0040,2016年,05月,1,2016/05/09,/org_0040,1,1,201605
org_0080,2016年,05月,1,2016/05/09,/org_0080,1,1,201605
org_0120,2016年,05月,1,2016/05/09,/org_0120,2,1,201605
shisei,2016年,05月,1,2016/05/09,/shisei/,1,1,201605
5eccbc53-86ea-482a-8594-5224aaf5f2c6?license_id=CC0,2016年,05月,1,2016/05/10,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?license_id=CC0,1,1,201605
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,2016年,05月,1,2016/05/10,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,1,1,201605
about,2016年,05月,1,2016/05/10,/about/,1,1,201605
activity,2016年,05月,1,2016/05/10,/activity/,6,5,201605
anshin,2016年,05月,1,2016/05/10,/anshin/,1,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,05月,1,2016/05/10,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=情報啓発,2016年,05月,1,2016/05/10,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=情報啓発,3,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2016年,05月,1,2016/05/10,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201605
dataset-00000001,2016年,05月,1,2016/05/10,/dataset-00000001,1,1,201605
dataset-00000002,2016年,05月,1,2016/05/10,/dataset-00000002,4,3,201605
dataset-00000002,2016年,05月,1,2016/05/10,/dataset-00000002/,8,4,201605
dataset-00000003,2016年,05月,1,2016/05/10,/dataset-00000003,2,1,201605
dataset-00000003,2016年,05月,1,2016/05/10,/dataset-00000003/,1,1,201605
dataset-00000005,2016年,05月,1,2016/05/10,/dataset-00000005,7,5,201605
dataset-00000005,2016年,05月,1,2016/05/10,/dataset-00000005/,6,4,201605
dataset-00000006,2016年,05月,1,2016/05/10,/dataset-00000006,5,3,201605
dataset-00000006,2016年,05月,1,2016/05/10,/dataset-00000006/,4,4,201605
dataset-00000007,2016年,05月,1,2016/05/10,/dataset-00000007,5,3,201605
dataset-00000007,2016年,05月,1,2016/05/10,/dataset-00000007/,8,8,201605
dataset-00000008,2016年,05月,1,2016/05/10,/dataset-00000008,2,1,201605
dataset-00000008,2016年,05月,1,2016/05/10,/dataset-00000008/,2,2,201605
dataset-00000009,2016年,05月,1,2016/05/10,/dataset-00000009,4,2,201605
dataset-00000010,2016年,05月,1,2016/05/10,/dataset-00000010,8,6,201605
dataset-00000011,2016年,05月,1,2016/05/10,/dataset-00000011,4,3,201605
dataset-00000011,2016年,05月,1,2016/05/10,/dataset-00000011/,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/10,/dataset-00000012,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/10,/dataset-00000012/,8,7,201605
dataset-00000013,2016年,05月,1,2016/05/10,/dataset-00000013,2,2,201605
dataset-00000013,2016年,05月,1,2016/05/10,/dataset-00000013/,2,1,201605
dataset-00000014,2016年,05月,1,2016/05/10,/dataset-00000014,3,2,201605
dataset-00000019,2016年,05月,1,2016/05/10,/dataset-00000019,9,7,201605
dataset-00000019,2016年,05月,1,2016/05/10,/dataset-00000019/,6,6,201605
dataset-00000020,2016年,05月,1,2016/05/10,/dataset-00000020,3,1,201605
dataset-00000020,2016年,05月,1,2016/05/10,/dataset-00000020/,2,2,201605
dataset-00000039,2016年,05月,1,2016/05/10,/dataset-00000039,2,1,201605
dataset-00000039,2016年,05月,1,2016/05/10,/dataset-00000039/,1,1,201605
dataset-00000044,2016年,05月,1,2016/05/10,/dataset-00000044,3,2,201605
dataset-00000044,2016年,05月,1,2016/05/10,/dataset-00000044/,1,1,201605
dataset-00000045,2016年,05月,1,2016/05/10,/dataset-00000045,2,1,201605
dataset-00000045,2016年,05月,1,2016/05/10,/dataset-00000045/,1,1,201605
dataset-00000048,2016年,05月,1,2016/05/10,/dataset
1000
-00000048,1,1,201605
dataset-00000049,2016年,05月,1,2016/05/10,/dataset-00000049,1,1,201605
dataset-00000050,2016年,05月,1,2016/05/10,/dataset-00000050,2,2,201605
dataset-00000051,2016年,05月,1,2016/05/10,/dataset-00000051,3,3,201605
dataset-00000052,2016年,05月,1,2016/05/10,/dataset-00000052,1,1,201605
dataset-00000053,2016年,05月,1,2016/05/10,/dataset-00000053/,2,2,201605
dataset-00000054,2016年,05月,1,2016/05/10,/dataset-00000054,3,2,201605
gr_0010,2016年,05月,1,2016/05/10,/gr_0010,42,22,201605
gr_0020,2016年,05月,1,2016/05/10,/gr_0020,46,29,201605
gr_0020?page=2,2016年,05月,1,2016/05/10,/gr_0020?page=2,9,8,201605
gr_0030,2016年,05月,1,2016/05/10,/gr_0030,17,12,201605
gr_0040,2016年,05月,1,2016/05/10,/gr_0040,21,17,201605
gr_0050,2016年,05月,1,2016/05/10,/gr_0050,26,21,201605
gr_0060,2016年,05月,1,2016/05/10,/gr_0060,23,16,201605
gr_0070,2016年,05月,1,2016/05/10,/gr_0070,12,12,201605
gr_0080,2016年,05月,1,2016/05/10,/gr_0080,32,19,201605
gr_9900,2016年,05月,1,2016/05/10,/gr_9900,4,2,201605
groups,2016年,05月,1,2016/05/10,/groups/,3,2,201605
iryo,2016年,05月,1,2016/05/10,/iryo/,1,1,201605
kanko,2016年,05月,1,2016/05/10,/kanko/,1,1,201605
kosodate,2016年,05月,1,2016/05/10,/kosodate/,2,2,201605
kurashi,2016年,05月,1,2016/05/10,/kurashi/,2,1,201605
org_0040,2016年,05月,1,2016/05/10,/org_0040,1,1,201605
org_0050,2016年,05月,1,2016/05/10,/org_0050,1,1,201605
org_0070,2016年,05月,1,2016/05/10,/org_0070,1,1,201605
org_0100,2016年,05月,1,2016/05/10,/org_0100,1,1,201605
org_0120,2016年,05月,1,2016/05/10,/org_0120,2,2,201605
org_0170,2016年,05月,1,2016/05/10,/org_0170,1,1,201605
,2016年,05月,1,2016/05/11,/,2,1,201605
?sort=released,2016年,05月,1,2016/05/11,/?sort=released,4,1,201605
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?res_format=CSV,2016年,05月,1,2016/05/11,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?res_format=CSV,1,1,201605
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,2016年,05月,1,2016/05/11,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,1,1,201605
5eccbc53-86ea-482a-8594-5224aaf5f2c6?tags=情報啓発,2016年,05月,1,2016/05/11,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?tags=情報啓発,1,1,201605
about,2016年,05月,1,2016/05/11,/about/,3,3,201605
activity,2016年,05月,1,2016/05/11,/activity/,4,3,201605
admin,2016年,05月,1,2016/05/11,/admin,1,1,201605
anshin,2016年,05月,1,2016/05/11,/anshin/,1,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,05月,1,2016/05/11,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,05月,1,2016/05/11,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,1,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=施設,2016年,05月,1,2016/05/11,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=施設,1,1,201605
dataset-00000001,2016年,05月,1,2016/05/11,/dataset-00000001,2,2,201605
dataset-00000002,2016年,05月,1,2016/05/11,/dataset-00000002,8,6,201605
dataset-00000002,2016年,05月,1,2016/05/11,/dataset-00000002/,17,12,201605
dataset-00000003,2016年,05月,1,2016/05/11,/dataset-00000003,2,1,201605
dataset-00000004,2016年,05月,1,2016/05/11,/dataset-00000004,5,3,201605
dataset-00000004,2016年,05月,1,2016/05/11,/dataset-00000004/,2,2,201605
dataset-00000005,2016年,05月,1,2016/05/11,/dataset-00000005,5,3,201605
dataset-00000005,2016年,05月,1,2016/05/11,/dataset-00000005/,4,4,201605
dataset-00000006,2016年,05月,1,2016/05/11,/dataset-00000006,4,2,201605
dataset-00000006,2016年,05月,1,2016/05/11,/dataset-00000006/,2,2,201605
dataset-00000007,2016年,05月,1,2016/05/11,/dataset-00000007,7,4,201605
dataset-00000007,2016年,05月,1,2016/05/11,/dataset-00000007/,10,8,201605
dataset-00000008,2016年,05月,1,2016/05/11,/dataset-00000008,11,3,201605
dataset-00000008,2016年,05月,1,2016/05/11,/dataset-00000008/,13,6,201605
dataset-00000010,2016年,05月,1,2016/05/11,/dataset-00000010,7,6,201605
dataset-00000010,2016年,05月,1,2016/05/11,/dataset-00000
2000
010/,2,2,201605
dataset-00000011,2016年,05月,1,2016/05/11,/dataset-00000011,9,5,201605
dataset-00000011,2016年,05月,1,2016/05/11,/dataset-00000011/,12,10,201605
dataset-00000012,2016年,05月,1,2016/05/11,/dataset-00000012,6,4,201605
dataset-00000012,2016年,05月,1,2016/05/11,/dataset-00000012/,6,6,201605
dataset-00000014,2016年,05月,1,2016/05/11,/dataset-00000014,2,1,201605
dataset-00000014,2016年,05月,1,2016/05/11,/dataset-00000014/,2,1,201605
dataset-00000019,2016年,05月,1,2016/05/11,/dataset-00000019,6,4,201605
dataset-00000019,2016年,05月,1,2016/05/11,/dataset-00000019/,6,6,201605
dataset-00000020,2016年,05月,1,2016/05/11,/dataset-00000020,1,1,201605
dataset-00000043,2016年,05月,1,2016/05/11,/dataset-00000043,1,1,201605
dataset-00000045,2016年,05月,1,2016/05/11,/dataset-00000045,3,1,201605
dataset-00000045,2016年,05月,1,2016/05/11,/dataset-00000045/,3,3,201605
dataset-00000048,2016年,05月,1,2016/05/11,/dataset-00000048,2,1,201605
dataset-00000048,2016年,05月,1,2016/05/11,/dataset-00000048/,1,1,201605
dataset-00000050,2016年,05月,1,2016/05/11,/dataset-00000050,1,1,201605
dataset-00000051,2016年,05月,1,2016/05/11,/dataset-00000051,2,2,201605
dataset-00000052,2016年,05月,1,2016/05/11,/dataset-00000052,1,1,201605
dataset-00000053,2016年,05月,1,2016/05/11,/dataset-00000053,2,1,201605
dataset-00000053,2016年,05月,1,2016/05/11,/dataset-00000053/,2,2,201605
dataset-00000054,2016年,05月,1,2016/05/11,/dataset-00000054,14,8,201605
dataset-00000054,2016年,05月,1,2016/05/11,/dataset-00000054/,24,14,201605
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2016年,05月,1,2016/05/11,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,1,1,201605
gr_0010,2016年,05月,1,2016/05/11,/gr_0010,37,21,201605
gr_0020,2016年,05月,1,2016/05/11,/gr_0020,31,22,201605
gr_0020?page=1,2016年,05月,1,2016/05/11,/gr_0020?page=1,1,1,201605
gr_0020?page=2,2016年,05月,1,2016/05/11,/gr_0020?page=2,8,5,201605
"gr_0020?q=人口推計 小学校区&sort=score+desc,+metadata_modified+desc",2016年,05月,1,2016/05/11,"/gr_0020?q=人口推計 小学校区&sort=score+desc,+metadata_modified+desc",1,1,201605
gr_0030,2016年,05月,1,2016/05/11,/gr_0030,11,11,201605
gr_0040,2016年,05月,1,2016/05/11,/gr_0040,25,19,201605
gr_0050,2016年,05月,1,2016/05/11,/gr_0050,16,14,201605
gr_0060,2016年,05月,1,2016/05/11,/gr_0060,21,14,201605
gr_0070,2016年,05月,1,2016/05/11,/gr_0070,11,11,201605
gr_0080,2016年,05月,1,2016/05/11,/gr_0080,16,10,201605
gr_9900,2016年,05月,1,2016/05/11,/gr_9900,1,1,201605
groups,2016年,05月,1,2016/05/11,/groups/,3,2,201605
logged_in,2016年,05月,1,2016/05/11,/logged_in,4,1,201605
logged_out_redirect,2016年,05月,1,2016/05/11,/logged_out_redirect,1,1,201605
login,2016年,05月,1,2016/05/11,/login,4,2,201605
org_0040,2016年,05月,1,2016/05/11,/org_0040,2,2,201605
org_0060,2016年,05月,1,2016/05/11,/org_0060,2,1,201605
org_0060?page=2,2016年,05月,1,2016/05/11,/org_0060?page=2,2,1,201605
org_0070,2016年,05月,1,2016/05/11,/org_0070,1,1,201605
org_0120,2016年,05月,1,2016/05/11,/org_0120,2,1,201605
org_0160,2016年,05月,1,2016/05/11,/org_0160,1,1,201605
?sort=released,2016年,05月,1,2016/05/12,/?sort=released,2,2,201605
0f6fa0bc-0b25-4796-8197-8f0735f1cd14,2016年,05月,1,2016/05/12,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14,1,1,201605
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?groups=gr_0060,2016年,05月,1,2016/05/12,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?groups=gr_0060,1,1,201605
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,2016年,05月,1,2016/05/12,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,2,1,201605
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,2016年,05月,1,2016/05/12,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,1,1,201605
activity,2016年,05月,1,2016/05/12,/activity/,2,1,201605
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,05月,1,2016/05/12,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b,2016年,05月,1,2016/05/12,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b,1,1,201605
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,05月,1,2016/05/12,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2,1,201605
dataset-00000001,2016年,05月,1,2016/05/12,/dataset-00000001,2,2,201605
dataset-00000001,2016年,05月,1,2016/05/12,/dataset-00000001/,1,1,201605
dataset-00000002,2016年,05月,1,2016/05/12,/dataset-00000002,8,5,201605
dataset-00000002,2016年,05月,1,2016/05/12,/dataset-00000002/,12,10,201605
dataset-00000003,2016年,05月,1,2016/05/12,/dataset-00000003,2,1,201605
dataset-00000003,2016年,05月,1,2016/05/12,/dataset-00000003/,1,1,201605
dataset-00000004,2016年,05月,1,2016/05/12,/dataset-00000004,2,1,201605
dataset-00000004,2016年,05月,1,2016/05/12,/dataset-00000004/,2,2,201605
dataset-00000005,2016年,05月,1,2016/05/12,/dataset-00000005,11,6,201605
dataset-00000005,2016年,05月,1,2016/05/12,/dataset-00000005/,12,6,201605
dataset-00000006,2016年,05月,1,2016/05/12,/dataset-00000006,9,8,201605
dataset-00000006,2016年,05月,1,2016/05/12,/dataset-00000006/,6,6,201605
dataset-00000007,2016年,05月,1,2016/05/12,/dataset-00000007,10,7,201605
dataset-00000007,2016年,05月,1,2016/05/12,/dataset-00000007/,14,12,201605
dataset-00000008,2016年,05月,1,2016/05/12,/dataset-00000008,3,3,201605
dataset-00000009,2016年,05月,1,2016/05/12,/dataset-00000009,4,4,201605
dataset-00000009,2016年,05月,1,2016/05/12,/dataset-00000009/,2,2,201605
dataset-00000010,2016年,05月,1,2016/05/12,/dataset-00000010,10,7,201605
dataset-00000010,2016年,05月,1,2016/05/12,/dataset-00000010/,6,6,201605
dataset-00000011,2016年,05月,1,2016/05/12,/dataset-00000011,7,5,201605
dataset-00000011,2016年,05月,1,2016/05/12,/dataset-00000011/,8,8,201605
dataset-00000012,2016年,05月,1,2016/05/12,/dataset-00000012,8,7,201605
dataset-00000012,2016年,05月,1,2016/05/12,/dataset-00000012/,8,6,201605
dataset-00000013,2016年,05月,1,2016/05/12,/dataset-00000013,4,3,201605
dataset-00000013,2016年,05月,1,2016/05/12,/dataset-00000013/,2,1,201605
dataset-00000014,2016年,05月,1,2016/05/12,/dataset-00000014,5,3,201605
dataset-00000014,2016年,05月,1,2016/05/12,/dataset-00000014/,3,3,201605
dataset-00000019,2016年,05月,1,2016/05/12,/dataset-00000019,13,7,201605
dataset-00000019,2016年,05月,1,2016/05/12,/dataset-00000019/,16,14,201605
dataset-00000021,2016年,05月,1,2016/05/12,/dataset-00000021,1,1,201605
dataset-00000031,2016年,05月,1,2016/05/12,/dataset-00000031,1,1,201605
dataset-00000040,2016年,05月,1,2016/05/12,/dataset-00000040,1,1,201605
dataset-00000045,2016年,05月,1,2016/05/12,/dataset-00000045,6,2,201605
dataset-00000045,2016年,05月,1,2016/05/12,/dataset-00000045/,6,3,201605
dataset-00000051,2016年,05月,1,2016/05/12,/dataset-00000051,5,3,201605
dataset-00000051,2016年,05月,1,2016/05/12,/dataset-00000051/,4,3,201605
dataset-00000052,2016年,05月,1,2016/05/12,/dataset-00000052,1,1,201605
dataset-00000053,2016年,05月,1,2016/05/12,/dataset-00000053,5,3,201605
dataset-00000053,2016年,05月,1,2016/05/12,/dataset-00000053/,7,7,201605
dataset-00000054,2016年,05月,1,2016/05/12,/dataset-00000054,5,4,201605
dataset-00000054,2016年,05月,1,2016/05/12,/dataset-00000054/,8,4,201605
ea98c354-262b-4cff-a061-477b74f43bcc,2016年,05月,1,2016/05/12,/ea98c354-262b-4cff-a061-477b74f43bcc,1,1,201605
ea98c354-262b-4cff-a061-477b74f43bcc?tags=情報啓発,2016年,05月,1,2016/05/12,/ea98c354-262b-4cff-a061-477b74f43bcc?tags=情報啓発,1,1,201605
gr_0010,2016年,05月,1,2016/05/12,/gr_0010,54,26,201605
gr_0020,2016年,05月,1,2016/05/12,/gr_0020,33,20,201605
gr_0020?page=2,2016年,05月,1,2016/05/12,/gr_0020?page=2,8,7,201605
gr_0030,2016年,05月,1,2016/05/12,/gr_0030,17,16,201605
gr_0040,2016年,05月,1,2016/05/12,/gr_0040,29,20,201605
gr_0050,2016年,05月,1,2016/05/12,/gr_0050,18,14,201605
gr_0060,2016年,05月,1,2016/05/12,/gr_0060,27,18,201605
gr_0070,2016年,05月,1,2016/05/12,/gr_0070,24,18,201605
gr_0080,2016年,05月,1,2016/05/12,/gr_0080,29,16
2000
,201605
gr_9900,2016年,05月,1,2016/05/12,/gr_9900,1,1,201605
groups,2016年,05月,1,2016/05/12,/groups/,2,1,201605
org_0040,2016年,05月,1,2016/05/12,/org_0040,1,1,201605
org_0070,2016年,05月,1,2016/05/12,/org_0070,1,1,201605
org_0100,2016年,05月,1,2016/05/12,/org_0100,1,1,201605
