number,name,zipcode,area,location,lat,lng,category,note
206,ザ・ガーデンプレイス蘇州園,658-0063,東灘区,神戸市東灘区住吉山手4丁目7-28,34.727381,135.254301,商業施設,対応不可
207,みかげ倶楽部,658-0063,東灘区,神戸市東灘区住吉山手2丁目11-26,34.727127,135.256462,福祉施設,24時間利用可
208,神戸税関六甲アイランド出張所,658-0033,東灘区,神戸市東灘区向洋町西1丁目,34.694516,135.265463,官公庁,対応不可
209,甲南保育園,658-0011,東灘区,神戸市東灘区森南町3丁目1番4号,34.727643,135.289359,学校・園・児童館,対応不可
210,魚崎学童保育コーナー,658-0025,東灘区,神戸市東灘区魚崎南町3丁目17-10,34.712048,135.275252,学校・園・児童館,対応不可
211,本山児童館,658-0003,東灘区,神戸市東灘区本山北町3丁目10番2号,34.728482,135.279491,学校・園・児童館,対応不可
212,本庄児童館,658-0012,東灘区,神戸市東灘区本庄町2丁目5番1号,34.726206,135.291535,学校・園・児童館,対応不可
213,本山南学童保育コーナー,658-0015,東灘区,神戸市東灘区本山南町1丁目1-1,34.7232,135.289299,学校・園・児童館,対応不可
214,リハビリホーム グランダ摂津本山,658-0015,東灘区,神戸市東灘区本山南町5-2-12,34.720402,135.278004,福祉施設,24時間利用可
215,株式会社 神東,658-0024,東灘区,神戸市東灘区魚崎浜町17-6,34.705494,135.277092,会社・事業所,対応不可
216,社会福祉法人 信愛学園 御影のどか保育園,658-0047,東灘区,神戸市東灘区御影3丁目28-1,34.722907,135.245827,学校・園・児童館,対応不可
217,浜御影地域福祉センター,658-0046,東灘区,神戸市東灘区御影本町6-2-14,34.71214,135.255575,小集会場・公民館・地域福祉センター,対応不可
218,社会福祉法人 児童養護施設 信愛学園,658-0047,東灘区,神戸市東灘区御影3丁目28-1,34.722907,135.245827,福祉施設,24時間利用可
219,社会福祉法人 信愛学園 御影乳児院,658-0047,東灘区,神戸市東灘区御影3丁目28,34.722274,135.246151,福祉施設,24時間利用可
220,渦森台児童館,658-0066,東灘区,神戸市東灘区渦森台1丁目2-1,34.738206,135.25233,学校・園・児童館,対応不可
221,本山西地域福祉センター,658-0073,東灘区,神戸市東灘区西岡本4丁目8-12,34.726294,135.264045,小集会場・公民館・地域福祉センター,対応不可
222,御影北児童館,658-0047,東灘区,神戸市東灘区御影2丁目20-10,34.723365,135.250148,学校・園・児童館,対応不可
223,甲南介護老人保健施設,658-0032,東灘区,神戸市東灘区向洋町3丁目2-5,34.68676,135.27149,福祉施設,24時間利用可
224,兵庫県立御影高等学校,658-0045,東灘区,神戸市東灘区御影石町4丁目1-1,34.717049,135.250895,学校・園・児童館,対応不可
225,社会福祉法人 鶯園 特別養護老人ホーム ロングステージKOBE岡本,658-0073,東灘区,神戸市東灘区西岡本2丁目25-4-101,34.724106,135.265037,福祉施設,24時間利用可
226,阪神水道企業団,658-0073,東灘区,神戸市東灘区西岡本3丁目20-1,34.724427,135.263696,会社・事業所,対応不可
227,社会福祉法人 千種会 特別養護老人ホーム おおぎの郷,658-0014,東灘区,神戸市東灘区北青木1丁目1-3,34.721541,135.286427,福祉施設,24時間利用可
228,御影北地域福祉センター,658-0047,東灘区,神戸市東灘区御影2丁目28-13,34.722513,135.250157,小集会場・公民館・地域福祉センター,対応不可
229,特別養護老人ホーム 協同の苑六甲アイランド,658-0032,東灘区,神戸市東灘区向洋町中3丁目1-2,34.68751,135.275115,福祉施設,24時間利用可
230,特別養護老人ホーム 協同の苑六甲アイランド にじの家,658-0032,東灘区,神戸市東灘区向洋町中3丁目2-6,34.687183,135.271521,福祉施設,24時間利用可
231,社会福祉法人 千種会 メディカルケアハウス甲南山手,658-0012,東灘区,神戸市東灘区本庄町2丁目8-36,34.726936,135.292679,福祉施設,24時間利用可
232,社会福祉法人 夢工房 夢保育園,658-0053,東灘区,神戸市東灘区住吉宮町1-2-27,34.71277,135.265082,学校・園・児童館,対応不可
233,社会福祉法人 夢工房 夢保育園遊喜分園,658-0053,東灘区,神戸市東灘区住吉宮町1-8-8,34.713006,135.263499,学校・園・児童館,対応不可
234,社会福祉法人 千種会 特別養護老人ホーム甲南山手,658-0012,東灘区,神戸市東灘区本庄町2丁目10-2,34.727921,135.294101,福祉施設,24時間利用可
235,株式会社 神戸サンソ,658-0025,東灘区,神戸市東灘区魚崎南町3丁目2-2,34.708266,135.274601,会社・事業所,対応不可
236,社会福祉法人 千種会 メディカルグループホーム甲南山手,658-0016,東灘区,神戸市東灘区本山中町1丁目15-7,34.728617,135.287425,福祉施設,24時間利用可
237,サンライフ住吉川,658-0052,東灘区,神戸市東灘区住吉東町1丁目3-17-3,34.715384,135.267329,福祉施設,24時間利用可
238,神戸国際大学,658-0032,東灘区,神戸市東灘区向洋町9丁目1-6,34.680651,135.269286,学校・園・児童館,24時間利用可
239,兵庫県立東灘高等学校,658-0023,東灘区,神戸市東灘区深江浜町50,34.709534,135.300731,学校・園・児童館,対応不可
240,神戸薬科大学,658-0003,東灘区,神戸市東灘区本山北町4丁目19-1,34.732003,135.283636,学校・園・児童館,24時間利用可
241,学校法人甲南学園 甲南小学校,658-0051,東灘区,神戸市東灘区住吉本町1丁目12-1,34.722011,135.264268,学校・園・児童館,対応不可
242,学校法人甲南学園 甲南幼稚園,658-0051,東灘区,神戸市東灘区住吉本町1丁目12-1,34.722643,135.263723,学校・園・児童館,対応不可
243,兵庫県警東灘警察署 田中交番,658-0084,東灘区,神戸市東灘区甲南町2丁目8-8,34.722503,135.274595,官公庁,24時間利用可
244,神戸地方法務局東神戸出張所,658-0021,東灘区,神戸市東灘区深江本町4丁目4-1,34.721444,135.290062,官公庁,対応不可
245,北青木会館,658-0014,東灘区,神戸市東灘区北青木4-6-32,34.717316,135.279034,小集会場・公民館・地域福祉センター,対応不可
246,グランダ甲南山手,658-0013,東灘区,神戸市東灘区深江北町1丁目15-4,34.727351,135.297026,福祉施設,24時間利用可
247,(株)ベネッセスタイルケア メディカルホームグランダ深江南,658-0022,東灘区,神戸市東灘区深江南町2丁目8-25,34.72206,135.299818,福祉施設,24時間利用可
248,御影クラッセ,658-0054,東灘区,神戸市東灘区御影中町3丁目2-1,34.715617,135.254806,商業施設,対応不可
249,本住吉神社,658-0053,東灘区,神戸市東灘区住吉宮町7-1-2,34.71873,135.259912,その他,対応不可
250,頌栄短期大学B棟,658-0063,東灘区,神戸市東灘区住吉山手1丁目18-1,34.727129,135.248729,学校・園・児童館,対応不可
251,頌栄短期大学D棟,658-0064,東灘区,神戸市東灘区鴨子ヶ原3丁目32-20,34.728142,135.248832,学校・園・児童館,対応不可
252,頌栄幼稚園,658-0063,東灘区,神戸市東灘区住吉山手1丁目18-1,34.727005,135.249616,学校・園・児童館,対応不可
253,日本年金機構 東灘年金事務所,658-0053,東灘区,神戸市東灘区住吉宮町1丁目11-17,34.713318,135.265391,官公庁,対応不可
254,神戸市立もとやま園,658-0073,東灘区,神戸市東灘区西岡本4丁目17-1,34.725953,135.262606,福祉施設,対応不可
255,三菱倉庫(株)神戸支店六甲営業所,658-0033,東灘区,神戸市東灘区向洋町西2丁目7,34.695381,135.26312,会社・事業所,24時間利用可
256,本山北町あすの保育園,658-0003,東灘区,神戸市東灘区本山北町3丁目2-28,34.72773,135.280591,学校・園・児童館,対応不可
257,介護老人保健施設 すばる魚崎の郷,658-0026,東灘区,神戸市東灘区魚崎西町2丁目3-19,34.710336,135.266411,福祉施設,24時間利用可
258,学校法人甲南学園 甲南大学三木瀧蔵記念体育館,658-0032,東灘区,神戸市東灘区向洋町中9丁目4,34.682354,135.267766,学校・園・児童館,対応不可
259,神戸レディースフットボールセンター,658-0032,東灘区,神戸市東灘区向洋町中7丁目1-1,34.686055,135.269197,体育施設・スポーツクラブ,対応不可
260,社会福祉法人こすもす ケアハウスこすもぴあ,658-0025,東灘区,神戸市東灘区魚崎南町4丁目13-11,34.711216,135.271827,福祉施設,24時間利用可
261,ABCみかげ保育園,658-0046,東灘区,神戸市東灘区御影本町6-1-15,34.711366,135.255217,学校・園・児童館,対応不可
262,三菱倉庫(株)神戸支店六甲営業所E号倉庫事務所,658-0031,東灘区,神戸市東灘区向洋町東4丁目7番,34.687985,135.280487,会社・事業所,24時間利用可
263,社会福祉法人 神戸福生会 グランドビュー甲南,658-0001,東灘区,神戸市東灘区森北町6丁目1-3,34.735485,135.289258,福祉施設,24時間利用可
264,社会福祉法人 神戸福生会 ケアハウスこうべ甲南,658-0001,東灘区,神戸市東灘区森北町6丁目1-2,34.735727,135.289155,福祉施設,24時間利用可
265,社会福祉法人 神戸福生会 高齢者ケアセンター甲南,658-0001,東灘区,神戸市東灘区森北町6丁目1-1,34.735846,135.288836,福祉施設,24時間利用可
266,甲南女子中高等学校,658-0001,東灘区,神戸市東灘区森北町5丁目6-1,34.734746,135.291433,学校・園・児童館,
267,東神戸センタービル,6580015,東灘区,神戸市東灘区本山南町8丁目6-26,34.724241,135.281759,商業施設,
268,社会福祉法人 鶯園 特別養護老人ホームロングステージ御影,658-0045,東灘区,神戸市東灘区御影石町1-2-18,34.709073,135.25199,福祉施設,24時間利用可
269,神戸市建設局東水環境センター(東部スラッジセンター),6580031,東灘区,神戸市東灘区向洋町東2丁目1-1,34.695064,135.275066,会社・事業所,
270,青木南地域福祉センター,658-0014,東灘区,神戸市東灘区青木2-3-21-909,34.718914,135.28655,小集会場・公民館・地域福祉センター,対応不可
271,ウエストコート4番街団地管理組合,658-0032,東灘区,神戸市東灘区向洋町中5丁目1,34.69086,135.26567,集合住宅,24時間利用可
272,ろっこう医療生活協同組合うはらハウス,658-0082,東灘区,神戸市東灘区魚崎北町6丁目9-18,34.719589,135.274073,集合住宅,24時間利用可
273,深江会館,658-0021,東灘区,神戸市東灘区深江本町3丁目5-7,34.7224,135.292458,小集会場・公民館・地域福祉センター,対応不可
274,深江南地域福祉センター,658-0022,東灘区,神戸市東灘区深江南町3丁目4番24号,34.721931,135.296105,小集会場・公民館・地域福祉センター,対応不可
275,グッドタイムリビング御影,658-0054,東灘区,神戸市東灘区御影中町3丁目2-3,34.716186,135.255231,福祉施設,対応不可
1,学校法人 六甲学院,657-0015,灘区,神戸市灘区篠原伯母野山町2丁目4番1号,34.727989,135.227345,学校・園・児童館,対応不可
2,松蔭中学校・高等学校,657-0805,灘区,神戸市灘区青谷町3-4-47,34.713929,135.210562,学校・園・児童館,対応不可
3,神戸市灘区医師会,657-0831,灘区,神戸市灘区水道筋1-24,34.714474,135.227481,医療関連施設,対応不可
4,(株)神戸製鋼所 灘浜ガーデンバーデン,657-0864,灘区,神戸市灘区新在家南町2丁目25-6,34.706264,135.23974,入浴施設,対応不可
5,神戸大学 保健管理センター,657-0013,灘区,神戸市灘区六甲台町1番1号,34.726346,135.235587,学校・園・児童館,対応不可
6,セントラルウェルネスクラブ六甲道,657-0036,灘区,神戸市灘区桜口町5丁目1-1-111 ウェルブ六甲道5番街1番館,34.712197,135.23889,体育施設・スポーツクラブ,対応不可
7,神戸市建設局 王子動物園,657-0838,灘区,神戸市灘区王子町3丁目,34.709202,135.215072,公園・文教施設,対応不可
8,ダイブサポートセンター ビエント,657-0028,灘区,神戸市灘区森後町1-3-19,34.717362,135.239433,商業施設,対応不可
9,神戸市灘区役所,657-0036,灘区,神戸市灘区桜口町4丁目2番1号,34.712321,135.239662,官公庁,24時間利用可
11,神戸市立王子スポーツセンター,657-0805,灘区,神戸市灘区青谷町1丁目1番1号,34.711386,135.212922,体育施設・スポーツクラブ,対応不可
12,六甲山YMCA,657-0101,灘区,神戸市灘区六甲山町北六甲875,34.75439,135.223307,公園・文教施設,対応不可
14,オテル・ド・摩耶,657-0105,灘区,神戸市灘区摩耶山町2-8,34.737537,135.206253,宿泊施設,24時間利用可
16,神戸市立灘図書館,657-0027,灘区,神戸市灘区永手町4丁目2-1,34.715805,135.238559,公園・文教施設,対応不可
17,神戸市立上野中学校,657-0816,灘区,神戸市灘区国玉通1-1-1,34.719592,135.223732,学校・園・児童館,対応不可
18,神戸市立烏帽子中学校,657-0042,灘区,神戸市灘区烏帽子町1-2-1,34.710754,135.237571,学校・園・児童館,対応不可
19,神戸市立青陽東養護学校,657-0846,灘区,神戸市灘区岩屋北町6-1-1,34.705881,135.217975,学校・園・児童館,対応不可
20,神戸市立鷹匠中学校,657-0025,灘区,神戸市灘区高徳町2-2-19,34.720017,135.244435,学校・園・児童館,対応不可
21,神戸市立長峰中学校,657-0811,灘区,神戸市灘区長峰台2-2-1,34.724521,135.223019,学校・園・児童館,対応不可
22,神戸市立原田中学校,657-0842,灘区,神戸市灘区船寺通2-4-1,34.707794,135.229266,学校・園・児童館,対応不可
